sentence,translation,pronunciation,tts_pronunciation,tags,cloze,key_meaning
解凍してから使って。,Defrost before using.,解凍【かいとう】してから使っ【つかっ】て。,かいとうしてからつかって。,cooking,解凍,defrost
冷凍庫に入れておいて。,Put it in the freezer.,冷凍【れいとう】庫【こ】に入れ【いれ】ておいて。,れいとうこにいれておいて。,cooking,冷凍庫,freezer
常温に戻してから。,Let it come to room temperature first.,常温【じょうおん】に戻し【もどし】てから。,じょうおんにもどしてから。,cooking,常温,room temperature
賞味期限が切れてる。,It's past the expiration date.,賞味【しょうみ】期限【きげん】が切れ【きれ】てる。,しょうみきげんが、きれてる。,cooking,賞味期限,expiration date
まだ食べられるかな。,Can we still eat this?,まだ食べ【たべ】られるかな。,まだたべられるかな。,cooking,食べられる,can eat
匂いを嗅いでみて。,Smell it.,匂い【におい】を嗅い【かい】でみて。,においを、かいでみて。,cooking,匂い,smell
傷んでるみたい。,It seems spoiled.,傷ん【いたん】でるみたい。,いたんでるみたい。,cooking,傷,spoil
もったいないけど捨てよう。,It's wasteful but let's throw it away.,もったいないけど捨てよう【すてよう】。,もったいないけどすてよう。,cooking,捨,wasteful
残り物を使い切ろう。,Let's use up the leftovers.,残り物【のこりもの】を使い【つかい】切ろう【きろう】。,のこりものを、つかいきろう。,cooking,残り物,leftovers
連絡帳に書いてあった。,It was written in the communication notebook.,連絡【れんらく】帳【ちょう】に書い【かい】てあった。,れんらくちょうにかいてあった。,school,連絡帳,communication notebook
懇談会は何時からですか?,What time does the parent meeting start?,懇談【こんだん】会【かい】は何時【いつ】からですか?,こんだんかいはいつからですか?,school,懇談会,parent meeting
PTAの会議に出なきゃ。,I have to attend the PTA meeting.,PTAの会議【かいぎ】に出【で】なきゃ。,PTAのかいぎにでなきゃ。,school,PTA,PTA
運動会はいつですか?,When is the sports day?,運動【うんどう】会【かい】はいつですか?,うんどうかいはいつですか?,school,運動会,sports day
参観日に行きます。,I'll go to the class observation day.,参観【さんかん】日【ひ】に行き【いき】ます。,さんかんひにいきます。,school,参観日,parents day
給食費を払いましたか?,Did you pay the school lunch fee?,給食【きゅうしょく】費【ひ】を払い【はらい】ましたか?,きゅうしょくひを、はらいましたか?,school,給食費,school lunch fee
宿題は終わった?,Did you finish your homework?,宿題【しゅくだい】は終わっ【おわっ】た?,しゅくだいはおわった?,school,宿題,homework
明日の持ち物を確認して。,Check what you need to bring tomorrow.,明日【あす】の持ち物【もちもの】を確認【かくにん】して。,あすのもちものを、かくにんして。,school,持ち物,belongings
体操服を洗濯に出して。,Put your gym clothes in the laundry.,体操【たいそう】服【ふく】を洗濯【せんたく】に出し【だし】て。,たいそうふくを、せんたくにだして。,school,体操服,gym clothes
上履きを持って帰ってきて。,Bring your indoor shoes home.,上履き【うわばき】を持っ【もっ】て帰っ【かえっ】てきて。,うわばきを、もってかえってきて。,school,上履き,indoor shoes
先生に連絡しなきゃ。,I need to contact the teacher.,先生【せんせい】に連絡【れんらく】しなきゃ。,せんせいにれんらくしなきゃ。,school,先生,teacher
学校を休ませます。,I'll keep my child home from school.,学校【がっこう】を休ま【やすま】せます。,がっこうを、やすませます。,school,学校,school
遠足の準備をしよう。,Let's prepare for the field trip.,遠足【えんそく】の準備【じゅんび】をしよう。,えんそくのじゅんびを、しよう。,school,遠足,field trip
成績表をもらった?,Did you get your report card?,成績【せいせき】表【ひょう】をもらった?,せいせきひょうを、もらった?,school,成績表,report card
入学式の準備をしよう。,Let's prepare for the entrance ceremony.,入学【にゅうがく】式【しき】の準備【じゅんび】をしよう。,にゅうがくしきのじゅんびを、しよう。,school,入学式,entrance ceremony
卒業式に出席します。,I'll attend the graduation ceremony.,卒業【そつぎょう】式【しき】に出席【しゅっせき】します。,そつぎょうしきにしゅっせきします。,school,卒業式,graduation
授業参観があります。,There's a class observation.,授業【じゅぎょう】参観【さんかん】があります。,じゅぎょうさんかんが、あります。,school,授業参観,class
個人面談の予約を取った。,I made an appointment for a parent-teacher meeting.,個人【こじん】面談【めんだん】の予約【よやく】を取っ【とっ】た。,こじんめんだんのよやくを、とった。,school,個人面談,meeting
三者面談に行かなきゃ。,I have to go to the three-way conference.,三【さん】者【しゃ】面談【めんだん】に行か【いか】なきゃ。,さんしゃめんだんにいかなきゃ。,school,三者面談,parent-teacher conf
通知表をもらってきた?,Did you bring your report card?,通知【つうち】表【ひょう】をもらってきた?,つうちひょうを、もらってきた?,school,通知表,report card
テストはどうだった?,How was the test?,テストはどうだった?,テストはどうだった?,school,テスト,test
もっと勉強しなさい。,Study more.,もっと勉強【べんきょう】しなさい。,もっとべんきょうしなさい。,school,勉強,study
予習をしておいてね。,Do the preview study.,予習【よしゅう】をしておいてね。,よしゅうを、しておいてね。,school,予習,preview
復習が大事だよ。,Review is important.,復習【ふくしゅう】が大事【だいじ】だよ。,ふくしゅうが、だいじだよ。,school,復習,review
この問題わかる?,Do you understand this problem?,この問題【もんだい】わかる?,このもんだいわかる?,school,問題,understand
教えてあげようか?,Shall I help you?,教え【おしえ】てあげようか?,おしえてあげようか?,school,教える,teach
自分で考えてみて。,Try thinking for yourself.,自分【じぶん】で考え【かんがえ】てみて。,じぶんでかんがえてみて。,school,自分,oneself
字をきれいに書いて。,Write neatly.,字【じ】をきれいに書い【かい】て。,じを、きれいにかいて。,school,字,write
消しゴムを使って。,Use the eraser.,消し【けし】ゴムを使っ【つかっ】て。,けしゴムを、つかって。,school,消しゴム,eraser
鉛筆を削ってね。,Sharpen your pencil.,鉛筆【えんぴつ】を削っ【けずっ】てね。,えんぴつを、けずってね。,school,鉛筆,pencil
ノートに書いて。,Write it in your notebook.,ノートに書い【かい】て。,ノートにかいて。,school,ノート,write
教科書を開いて。,Open your textbook.,教科【きょうか】書【しょ】を開い【ひらい】て。,きょうかしょを、ひらいて。,school,教科書,open
プリントを忘れないで。,Don't forget the handout.,プリントを忘れ【わすれ】ないで。,プリントを、わすれないで。,school,プリント,forget
ランドセルに入れた?,Did you put it in your school bag?,ランドセルに入れ【いれ】た?,ランドセルにいれた?,school,ランドセル,school bag
友達と仲良くしてね。,Get along with your friends.,友達【ともだち】と仲良く【なかよく】してね。,ともだちとなかよくしてね。,school,友達,friends
いじめはダメだよ。,Bullying is not okay.,いじめはダメだよ。,いじめはダメだよ。,school,ダメ,bullying
困ったら先生に相談して。,If you have trouble talk to your teacher.,困っ【こまっ】たら先生【せんせい】に相談【そうだん】して。,こまったらせんせいにそうだんして。,school,先生,teacher
今日は学校どうだった?,How was school today?,今日【きょう】は学校【がっこう】どうだった?,きょうはがっこうどうだった?,school,学校,school
楽しかった?,Did you have fun?,楽しかっ【たのしかっ】た?,たのしかった?,school,楽,fun
包丁を研いでくれる?,Can you sharpen the knife?,包丁【ほうちょう】を研い【とい】でくれる?,ほうちょうを、といでくれる?,kitchen,包丁,knife
まな板を消毒して。,Disinfect the cutting board.,まな板【まないた】を消毒【しょうどく】して。,まないたを、しょうどくして。,kitchen,まな板,cutting board
フライパンを温めて。,Heat up the frying pan.,フライパンを温め【あたため】て。,フライパンを、あたためて。,kitchen,フライパン,frying pan
鍋が焦げついた。,The pot got burnt.,鍋【なべ】が焦げつい【こげつい】た。,なべが、こげついた。,kitchen,鍋,pot
おたまを取って。,Pass me the ladle.,おたまを取っ【とっ】て。,おたまを、とって。,kitchen,おたま,ladle
菜箸はどこ?,Where are the cooking chopsticks?,菜箸【さいばし】はどこ?,さいばしはどこ?,kitchen,菜箸,cooking chopsticks
ボウルに入れて。,Put it in the bowl.,ボウルに入れ【いれ】て。,ボウルにいれて。,kitchen,ボウル,bowl
ざるで水を切って。,Drain the water with a colander.,ざるで水【みず】を切っ【きっ】て。,ざるでみずを、きって。,kitchen,ざる,colander
計量カップが必要。,I need a measuring cup.,計量【けいりょう】カップが必要【ひつよう】。,けいりょうカップが、ひつよう。,kitchen,計量カップ,measuring cup
タイマーをセットして。,Set the timer.,タイマーをセットして。,タイマーを、セットして。,kitchen,タイマー,timer
炊飯器のスイッチを入れて。,Turn on the rice cooker.,炊飯【すいはん】器【き】のスイッチを入れ【いれ】て。,すいはんきのスイッチを、いれて。,kitchen,炊飯器,rice cooker
オーブンを予熱して。,Preheat the oven.,オーブンを予熱【よねつ】して。,オーブンを、よねつして。,kitchen,オーブン,oven
泡立て器で混ぜて。,Mix with a whisk.,泡立て【あわだて】器【き】で混ぜ【まぜ】て。,あわだてきでまぜて。,kitchen,泡立て器,whisk
ピーラーで皮をむいて。,Peel it with the peeler.,ピーラーで皮【かわ】をむいて。,ピーラーでかわを、むいて。,kitchen,ピーラー,peeler
キッチンペーパーを取って。,Get me some paper towels.,キッチンペーパーを取っ【とっ】て。,キッチンペーパーを、とって。,kitchen,キッチンペーパー,paper towels
ラップをかけて保存して。,Cover with plastic wrap and store.,ラップをかけて保存【ほぞん】して。,ラップを、かけてほぞんして。,kitchen,ラップ,plastic wrap
タッパーに入れて。,Put it in a container.,タッパーに入れ【いれ】て。,タッパーにいれて。,kitchen,タッパー,container
食洗機を回します。,I'll run the dishwasher.,食洗【しょくせん】機【き】を回し【まわし】ます。,しょくせんきを、まわします。,kitchen,食洗機,dishwasher
コンロが汚れている。,The stove is dirty.,コンロが汚れ【よごれ】ている。,コンロが、よごれている。,kitchen,コンロ,stove
換気扇を回して。,Turn on the exhaust fan.,換気【かんき】扇【せん】を回し【まわし】て。,かんきせんを、まわして。,kitchen,換気扇,exhaust fan
美容院を予約した。,I made a hair salon appointment.,美容【びよう】院【いん】を予約【よやく】した。,びよういんを、よやくした。,beauty,美容院,hair salon
3センチ切ってください。,Please cut 3 centimeters.,3センチ切っ【きっ】てください。,3センチきってください。,beauty,3センチ,3 centimeters
前髪を揃えてください。,Please trim my bangs.,前髪【まえがみ】を揃え【そろえ】てください。,まえがみを、そろえてください。,beauty,前髪,bangs
カラーリングをお願いします。,I'd like to get my hair colored.,カラーリングをお願い【ねがい】します。,カラーリングを、おねがいします。,beauty,カラーリング,hair coloring
パーマをかけたいです。,I'd like to get a perm.,パーマをかけたいです。,パーマを、かけたいです。,beauty,パーマ,perm
このサイズはありますか?,Do you have this size?,このサイズはありますか?,このサイズはありますか?,beauty,サイズ,size
試着してもいいですか?,May I try this on?,試着【しちゃく】してもいいですか?,しちゃくしてもいいですか?,beauty,試着,fitting
お直しをお願いできますか?,Can you alter this?,お直し【なおし】をお願い【ねがい】できますか?,おなおしを、おねがいできますか?,beauty,お直し,alterations
教会に行きます。,I'm going to church.,教会【きょうかい】に行き【いき】ます。,きょうかいにいきます。,church,教会,church
日曜礼拝は何時からですか?,What time does Sunday service start?,日曜【にちよう】礼拝【れいはい】は何時【いつ】からですか?,にちようれいはいはいつからですか?,church,日曜礼拝,Sunday service
賛美歌を歌いましょう。,Let's sing hymns.,賛美【さんび】歌【か】を歌い【うたい】ましょう。,さんびかを、うたいましょう。,church,賛美歌,hymns
聖書を読みましょう。,Let's read the Bible.,聖書【せいしょ】を読み【よみ】ましょう。,せいしょを、よみましょう。,church,聖書,Bible
お祈りしましょう。,Let's pray.,お祈り【いのり】しましょう。,おいのりしましょう。,church,お祈り,prayer
牧師さんにお話を聞きたい。,I'd like to talk to the pastor.,牧師【ぼくし】さんにお話【はなし】を聞き【きき】たい。,ぼくしさんにおはなしを、ききたい。,church,牧師,pastor
洗礼を受けたいです。,I'd like to be baptized.,洗礼【せんれい】を受け【うけ】たいです。,せんれいを、うけたいです。,church,洗礼,baptism
聖書勉強会に参加します。,I'll attend Bible study.,聖書【せいしょ】勉強【べんきょう】会【かい】に参加【さんか】します。,せいしょべんきょうかいにさんかします。,church,聖書勉強会,Bible study
日曜学校に子供を連れて行く。,I'll take the children to Sunday school.,日曜【にちよう】学校【がっこう】に子供【こども】を連れ【つれ】て行く【いく】。,にちようがっこうにこどもを、つれていく。,church,日曜学校,Sunday school
救いを信じています。,I believe in salvation.,救い【すくい】を信じ【しんじ】ています。,すくいを、しんじています。,church,救い,salvation
福音を伝えたい。,I want to share the gospel.,福音【ふくいん】を伝え【つたえ】たい。,ふくいんを、つたえたい。,church,福音,gospel
神様に祈ります。,I pray to God.,神【かみ】様【さま】に祈り【いのり】ます。,かみさまにいのります。,church,神様,God
主に感謝します。,I thank the Lord.,主【しゅ】に感謝【かんしゃ】します。,しゅにかんしゃします。,church,主,the Lord
恵みに感謝します。,I'm grateful for the blessings.,恵み【めぐみ】に感謝【かんしゃ】します。,めぐみにかんしゃします。,church,恵み,blessings
食前のお祈りをしよう。,Let's pray before the meal.,食前【しょくぜん】のお祈り【いのり】をしよう。,しょくぜんのおいのりを、しよう。,church,食前,before meal
寝る前にお祈りしようね。,Let's pray before bed.,寝る【ねる】前【まえ】にお祈り【いのり】しようね。,ねるまえにおいのりしようね。,church,寝る前,before bed
教会の人たちは親切だね。,The church people are kind.,教会【きょうかい】の人【ひと】たちは親切【しんせつ】だね。,きょうかいのひとたちはしんせつだね。,church,教会,church
奉仕活動に参加したい。,I want to join volunteer activities.,奉仕【ほうし】活動【かつどう】に参加【さんか】したい。,ほうしかつどうにさんかしたい。,church,奉仕活動,service
永遠の命を信じます。,I believe in eternal life.,永遠【えいえん】の命【いのち】を信じ【しんじ】ます。,えいえんのいのちを、しんじます。,church,永遠の命,eternal life
聖歌隊に入りたい。,I want to join the choir.,聖歌【せいか】隊【たい】に入り【はいり】たい。,せいかたいにはいりたい。,church,聖歌隊,hymn
信仰を大切にしたい。,I want to cherish my faith.,信仰【しんこう】を大切【たいせつ】にしたい。,しんこうを、たいせつにしたい。,church,信仰,faith
お導きください。,Please guide me.,お導き【みちびき】ください。,おみちびきください。,church,導き,guidance
平和のために祈ります。,I pray for peace.,平和【へいわ】のために祈り【いのり】ます。,へいわのためにいのります。,church,平和,peace
家族の健康を祈ります。,I pray for my family's health.,家族【かぞく】の健康【けんこう】を祈り【いのり】ます。,かぞくのけんこうを、いのります。,church,健康,health
感謝の気持ちを忘れずに。,Don't forget to be grateful.,感謝【かんしゃ】の気持ち【きもち】を忘れ【わすれ】ずに。,かんしゃのきもちを、わすれずに。,church,感謝,gratitude
隣人を愛しましょう。,Let us love our neighbors.,隣人【りんじん】を愛し【あいし】ましょう。,りんじんを、あいしましょう。,church,隣人,neighbor
許すことが大切です。,Forgiveness is important.,許す【ゆるす】ことが大切【たいせつ】です。,ゆるすことがたいせつです。,church,大切,important
困っている人を助けよう。,Let's help those in need.,困っ【こまっ】ている人【ひと】を助けよう【たすけよう】。,こまっているひとを、たすけよう。,church,困っている人,people in need
思いやりの心を持とう。,Let's have compassion.,思いやり【おもいやり】の心【こころ】を持とう【もとう】。,おもいやりのこころを、もとう。,church,思いやり,compassion
正直に生きよう。,Let's live honestly.,正直【しょうじき】に生きよう【いきよう】。,しょうじきにいきよう。,church,正直,honest
希望を持って生きよう。,Let's live with hope.,希望【きぼう】を持っ【もっ】て生きよう【いきよう】。,きぼうを、もっていきよう。,church,希望,hope
地震だ!,Earthquake!,地震【じしん】だ!,じしんだ!,disaster,地震,earthquake
机の下に隠れて!,Get under the desk!,机【つくえ】の下【した】に隠れ【かくれ】て!,つくえのしたにかくれて!,disaster,机の下,under desk
津波警報が出ました。,A tsunami warning was issued.,津波【つなみ】警報【けいほう】が出【で】ました。,つなみけいほうが、でました。,disaster,津波警報,tsunami warning
高台に逃げてください。,Evacuate to higher ground.,高台【たかだい】に逃げ【にげ】てください。,たかだいににげてください。,disaster,高台,higher ground
台風が近づいています。,A typhoon is approaching.,台風【たいふう】が近づい【ちかづい】ています。,たいふうが、ちかづいています。,disaster,台風,typhoon
洪水の危険があります。,There's a risk of flooding.,洪水【こうずい】の危険【きけん】があります。,こうずいのきけんが、あります。,disaster,洪水,flood
余震に気をつけて。,Be careful of aftershocks.,余震【よしん】に気【き】をつけて。,よしんにきを、つけて。,disaster,余震,aftershock
ガスの元栓を閉めて。,Turn off the gas main valve.,ガスの元栓【もとせん】を閉め【しめ】て。,ガスのもとせんを、しめて。,disaster,元栓,main valve
ブレーカーを落として。,Turn off the breaker.,ブレーカーを落とし【おとし】て。,ブレーカーを、おとして。,disaster,ブレーカー,breaker
安否確認をしなきゃ。,I need to check if everyone is safe.,安否【あんぴ】確認【かくにん】をしなきゃ。,あんぴかくにんを、しなきゃ。,disaster,安否確認,safety check
家族と連絡が取れない。,I can't reach my family.,家族【かぞく】と連絡【れんらく】が取れ【とれ】ない。,かぞくとれんらくが、とれない。,disaster,家族,family
スーパーに行ってくる。,I'm going to the supermarket.,スーパーに行っ【いっ】てくる。,スーパーにいってくる。,grocery,スーパー,supermarket
特売があるみたい。,There seems to be a sale.,特売【とくばい】があるみたい。,とくばいが、あるみたい。,grocery,特売,sale
今日は何が安い?,What's on sale today?,今日【きょう】は何【なに】が安い【やすい】?,きょうはなにが、やすい?,grocery,安い,cheap/on sale
賞味期限を確認して。,Check the expiration date.,賞味【しょうみ】期限【きげん】を確認【かくにん】して。,しょうみきげんを、かくにんして。,grocery,賞味期限,expiration date
ポイントカードはお持ちですか?,Do you have a point card?,ポイントカードはお持ち【もち】ですか?,ポイントカードはおもちですか?,grocery,ポイントカード,point card
エコバッグを持ってきた。,I brought my eco bag.,エコバッグを持っ【もっ】てきた。,エコバッグを、もってきた。,grocery,エコバッグ,eco bag
レジが混んでいる。,The checkout line is crowded.,レジが混ん【こん】でいる。,レジが、こんでいる。,grocery,レジ,register
カートを取ってきて。,Get a shopping cart.,カートを取っ【とっ】てきて。,カートを、とってきて。,grocery,カート,cart
買い物リストを作った。,I made a shopping list.,買い物【かいもの】リストを作っ【つくっ】た。,かいものリストを、つくった。,grocery,買い物リスト,shopping list
冷凍食品コーナーはどこ?,Where is the frozen food section?,冷凍【れいとう】食品【しょくひん】コーナーはどこ?,れいとうしょくひんコーナーはどこ?,grocery,冷凍食品,frozen food
お惣菜を買おうか。,Shall we buy some prepared food?,お惣菜【そうざい】を買おう【かおう】か。,おそうざいを、かおうか。,grocery,お惣菜,prepared food
試食できますか?,Can I try a sample?,試食【ししょく】できますか?,ししょくできますか?,grocery,試食,tasting
これは国産ですか?,Is this domestic?,これは国産【こくさん】ですか?,これはこくさんですか?,grocery,国産,domestic
有機野菜を探しています。,I'm looking for organic vegetables.,有機【ゆうき】野菜【やさい】を探し【さがし】ています。,ゆうきやさいを、さがしています。,grocery,有機野菜,organic vegetables
会計は現金でお願いします。,I'll pay in cash.,会計【かいけい】は現金【げんきん】でお願い【ねがい】します。,かいけいはげんきんでおねがいします。,grocery,会計,checkout
クレジットカードは使えますか?,Can I use a credit card?,クレジットカードは使え【つかえ】ますか?,クレジットカードはつかえますか?,grocery,クレジットカード,credit card
袋は要りません。,I don't need a bag.,袋【ふくろ】は要り【いり】ません。,ふくろはいりません。,grocery,袋,bag
セルフレジを使います。,I'll use the self-checkout.,セルフレジを使い【つかい】ます。,セルフレジを、つかいます。,grocery,セルフレジ,self-checkout
玉ねぎが高くなった。,Onions have gotten expensive.,玉ねぎ【たまねぎ】が高く【たかく】なった。,たまねぎが、たかくなった。,grocery,玉ねぎ,onion
まとめ買いした方がお得です。,Buying in bulk is a better deal.,まとめ買い【まとめがい】した方【ほう】がお得【とく】です。,まとめがいしたほうが、おとくです。,grocery,お得,good deal
公園に行こう。,Let's go to the park.,公園【こうえん】に行こう【いこう】。,こうえんにいこう。,parks,公園,park
遊園地に連れて行って。,Take me to the amusement park.,遊園【ゆうえん】地【ち】に連れ【つれ】て行っ【いっ】て。,ゆうえんちにつれていって。,parks,遊園地,amusement park
動物園は何時まで?,Until what time is the zoo open?,動物【どうぶつ】園【えん】は何【なん】時【じ】まで?,どうぶつえんはなんじまで?,parks,動物園,zoo
ピクニックをしよう。,Let's have a picnic.,ピクニックをしよう。,ピクニックを、しよう。,parks,ピクニック,picnic
お弁当を持って行こう。,Let's bring lunch boxes.,お弁当【べんとう】を持っ【もっ】て行こう【いこう】。,おべんとうを、もっていこう。,parks,お弁当,lunch box
滑り台で遊ぼう。,Let's play on the slide.,滑り台【すべりだい】で遊ぼう【あそぼう】。,すべりだいであそぼう。,parks,滑り台,slide
ブランコに乗りたい。,I want to ride the swing.,ブランコに乗り【のり】たい。,ブランコにのりたい。,parks,ブランコ,swing
今日は暑いですね。,It's hot today isn't it.,今日【きょう】は暑い【あつい】ですね。,きょうはあついですね。,small-talk,暑い,hot
雨が降りそうですね。,It looks like it might rain.,雨【あめ】が降り【ふり】そうですね。,あめが、ふりそうですね。,small-talk,雨,rain
桜がきれいですね。,The cherry blossoms are beautiful.,桜【さくら】がきれいですね。,さくらが、きれいですね。,small-talk,桜,cherry blossoms
お子さんは何歳ですか?,How old is your child?,お子【こ】さんは何【なん】歳【さい】ですか?,おこさんはなんさいですか?,small-talk,お子さん,child
最近お忙しいですか?,Have you been busy lately?,最近【さいきん】お忙しい【いそがしい】ですか?,さいきんおいそがしいですか?,small-talk,忙しい,busy
お元気ですか?,How are you?,お元気【げんき】ですか?,おげんきですか?,small-talk,元気,healthy
良い天気ですね。,Nice weather isn't it.,良い【よい】天気【てんき】ですね。,よいてんきですね。,small-talk,天気,weather
寒くなりましたね。,It's gotten cold hasn't it.,寒く【さむく】なりましたね。,さむくなりましたね。,small-talk,寒い,cold
いいお天気ですね。,It's nice weather.,いいお天気【てんき】ですね。,いいおてんきですね。,small-talk,天気,weather
蒸し暑いですね。,It's humid.,蒸し暑い【むしあつい】ですね。,むしあついですね。,small-talk,蒸し暑い,humid
涼しくなりましたね。,It's gotten cool.,涼しく【すずしく】なりましたね。,すずしくなりましたね。,small-talk,涼しい,cool
春らしくなってきましたね。,It's starting to feel like spring.,春【はる】らしくなってきましたね。,はるらしくなってきましたね。,small-talk,春,spring
紅葉がきれいですね。,The autumn leaves are beautiful.,紅葉【こうよう】がきれいですね。,こうようが、きれいですね。,small-talk,紅葉,autumn
雪が降りそうですね。,It looks like it might snow.,雪【ゆき】が降り【ふり】そうですね。,ゆきが、ふりそうですね。,small-talk,雪,snow
風が強いですね。,The wind is strong.,風【かぜ】が強い【つよい】ですね。,かぜが、つよいですね。,small-talk,風,wind
お子さん大きくなりましたね。,Your child has grown.,お子【こ】さん大きく【おおきく】なりましたね。,おこさんおおきくなりましたね。,small-talk,お子さん,your child
お元気そうで何よりです。,I'm glad you look well.,お元気【げんき】そうで何【なに】よりです。,おげんきそうでなによりです。,small-talk,元気,healthy/well
最近どうですか?,How have you been?,最近【さいきん】どうですか?,さいきんどうですか?,small-talk,最近,recently
お久しぶりです。,Long time no see.,お久し【ひさし】ぶりです。,おひさしぶりです。,small-talk,お久しぶり,long time no see
またお会いできて嬉しいです。,Nice to see you again.,またお会い【あい】できて嬉しい【うれしい】です。,また、おあいできてうれしいです。,small-talk,会う,meet
今度ゆっくりお話ししましょう。,Let's chat properly sometime.,今度【こんど】ゆっくりお話し【はなし】しましょう。,こんどゆっくりおはなししましょう。,small-talk,今度,next time
お体に気をつけてください。,Please take care of yourself.,お体【からだ】に気【き】をつけてください。,おからだにきを、つけてください。,small-talk,気をつける,be careful
風邪をひかないでくださいね。,Don't catch a cold.,風邪【かぜ】をひかないでくださいね。,かぜを、ひかないでくださいね。,small-talk,風邪,cold
お気をつけてお帰りください。,Get home safely.,お気【き】をつけてお帰り【かえり】ください。,おきを、つけておかえりください。,small-talk,気をつける,be careful
素敵なお洋服ですね。,What lovely clothes.,素敵【すてき】なお洋服【ようふく】ですね。,すてきなおようふくですね。,small-talk,素敵,lovely
髪型変えましたか?,Did you change your hairstyle?,髪型【かみがた】変え【かえ】ましたか?,かみがたかえましたか?,small-talk,髪型,hairstyle
その鞄素敵ですね。,That bag is lovely.,その鞄【かばん】素敵【すてき】ですね。,そのかばんすてきですね。,small-talk,鞄,bag
どちらで買われたんですか?,Where did you buy it?,どちらで買わ【かわ】れたんですか?,どちらでかわれたんですか?,small-talk,鞄,bag
よくできたね!,You did great!,よくできたね!,よくできたね!,discipline,よくできたね,well done
頑張ったね。,You worked hard.,頑張っ【がんばっ】たね。,がんばったね。,discipline,頑張る,try hard
偉いね。,Good job.,偉い【えらい】ね。,えらいね。,discipline,偉い,good job
約束を守ってね。,Keep your promise.,約束【やくそく】を守っ【まもっ】てね。,やくそくを、まもってね。,discipline,約束,promise
ダメって言ったでしょ。,I said no.,ダメって言っ【いっ】たでしょ。,ダメっていったでしょ。,discipline,ダメ,no/don't
ちゃんと聞いて。,Listen properly.,ちゃんと聞い【きい】て。,ちゃんときいて。,discipline,聞く,listen
喧嘩しないで。,Don't fight.,喧嘩【けんか】しないで。,けんかしないで。,discipline,喧嘩,fight
順番を守って。,Wait your turn.,順番【じゅんばん】を守っ【まもっ】て。,じゅんばんを、まもって。,discipline,順番,turn
片付けなさい。,Clean up.,片付け【かたづけ】なさい。,かたづけなさい。,discipline,片付ける,clean up
ごめんなさいは?,Say sorry.,ごめんなさいは?,ごめんなさいは?,discipline,ごめんなさい,sorry
カートに入れる。,Add to cart.,カートに入れる【いれる】。,カートにいれる。,online-shopping,カート,cart
注文を確定する。,Confirm order.,注文【ちゅうもん】を確定【かくてい】する。,ちゅうもんを、かくていする。,online-shopping,確定,confirm
送料はいくらですか?,How much is shipping?,送料【そうりょう】はいくらですか?,そうりょうはいくらですか?,online-shopping,送料,shipping
届け先を変更したい。,I want to change the delivery address.,届け先【とどけさき】を変更【へんこう】したい。,とどけさきを、へんこうしたい。,online-shopping,届け先,delivery address
配達日を指定できますか?,Can I specify the delivery date?,配達【はいたつ】日【ひ】を指定【してい】できますか?,はいたつひを、していできますか?,online-shopping,配達日,delivery date
時間指定をお願いします。,Please specify a delivery time.,時間【じかん】指定【してい】をお願い【ねがい】します。,じかんしていを、おねがいします。,online-shopping,時間指定,time specification
置き配でお願いします。,Please leave it at the door.,置き【おき】配【はい】でお願い【ねがい】します。,おきはいでおねがいします。,online-shopping,置き配,doorstep delivery
再配達をお願いします。,Please redeliver.,再【さい】配達【はいたつ】をお願い【ねがい】します。,さいはいたつを、おねがいします。,online-shopping,再配達,redelivery
荷物が届かない。,The package hasn't arrived.,荷物【にもつ】が届か【とどか】ない。,にもつが、とどかない。,online-shopping,荷物,package
追跡番号を教えてください。,Please tell me the tracking number.,追跡【ついせき】番号【ばんごう】を教え【おしえ】てください。,ついせきばんごうを、おしえてください。,online-shopping,追跡番号,tracking number
返品したいのですが。,I'd like to return this.,返品【へんぴん】したいのですが。,へんぴんしたいのですが。,online-shopping,返品,return
交換してもらえますか?,Can I exchange this?,交換【こうかん】してもらえますか?,こうかんしてもらえますか?,online-shopping,交換,replace
キャンセルしたいです。,I want to cancel.,キャンセルしたいです。,キャンセルしたいです。,online-shopping,キャンセル,cancel
返金されますか?,Will I get a refund?,返金【へんきん】されますか?,へんきんされますか?,online-shopping,返金,refund
パスワードを忘れました。,I forgot my password.,パスワードを忘れ【わすれ】ました。,パスワードを、わすれました。,online-shopping,パスワード,password
会員登録をしたい。,I want to register.,会員【かいいん】登録【とうろく】をしたい。,かいいんとうろくを、したい。,online-shopping,会員登録,registration
美容院の予約を取った。,I made a hair salon appointment.,美容【びよう】院【いん】の予約【よやく】を取っ【とっ】た。,びよういんのよやくを、とった。,self-care,美容院,hair salon
髪を切りたい。,I want to get a haircut.,髪【かみ】を切り【きり】たい。,かみを、きりたい。,self-care,髪,hair
カラーをお願いします。,I'd like to get my hair colored.,カラーをお願い【ねがい】します。,カラーを、おねがいします。,self-care,カラー,hair color
化粧品を買わなきゃ。,I need to buy cosmetics.,化粧【けしょう】品【ひん】を買わ【かわ】なきゃ。,けしょうひんを、かわなきゃ。,self-care,化粧品,cosmetics
マッサージに行きたい。,I want to go for a massage.,マッサージに行き【いき】たい。,マッサージにいきたい。,self-care,マッサージ,massage
ネイルをしてもらった。,I got my nails done.,ネイルをしてもらった。,ネイルを、してもらった。,self-care,ネイル,nails
