Sentence,Translation,Cloze,Pronunciation,Note,Register,KeyMeaning,PitchAccent,Audio
三者面談に行かなきゃ。,I have to go to the three-way conference.,三者面談,三【さん】者【しゃ】面談【めんだん】に行【い】かなきゃ。,School,polite,parent-teacher conf,"<ruby class=""vocab"">三者面談<rt>さんしゃめんだん</rt></ruby>",
通知表をもらってきた?,Did you bring your report card?,通知表,通知【つうち】表【ひょう】をもらってきた?,School,polite,report card,"<ruby class=""vocab"">通知表<rt>つうちひょう</rt></ruby>",
テストはどうだった?,How was the test?,テスト,テストはどうだった?,School,polite,test,"<ruby class=""vocab"">テスト<rt><span class=""pitch-h"">て</span><span class=""pitch-l"">す</span><span class=""pitch-l"">と</span></rt></ruby>",
もっと勉強しなさい。,Study more.,勉強,もっと勉強【べんきょう】しなさい。,School,polite,study,"<ruby class=""vocab"">勉強<rt><span class=""pitch-l"">べ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">きょ</span><span class=""pitch-h"">う</span></rt></ruby>",
予習をしておいてね。,Do the preview study.,予習,予習【よしゅう】をしておいてね。,School,polite,preview,"<ruby class=""vocab"">予習<rt><span class=""pitch-l"">よ</span><span class=""pitch-h"">しゅ</span><span class=""pitch-h"">う</span></rt></ruby>",
復習が大事だよ。,Review is important.,復習,復習【ふくしゅう】が大事【だいじ】だよ。,School,polite,review,"<ruby class=""vocab"">復習<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">しゅ</span><span class=""pitch-h"">う</span></rt></ruby>",
この問題わかる?,Do you understand this problem?,問題,この問題【もんだい】わかる?,School,polite,understand,"<ruby class=""vocab"">問題<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">い</span></rt></ruby>",
教えてあげようか?,Shall I help you?,教える,教【おし】えてあげようか?,School,polite,teach,"<ruby class=""vocab"">教える<rt><span class=""pitch-l"">お</span><span class=""pitch-h"">し</span><span class=""pitch-h"">え</span><span class=""pitch-h"">る</span></rt></ruby>",
自分で考えてみて。,Try thinking for yourself.,自分,自分【じぶん】で考【かんが】えてみて。,School,polite,oneself,"<ruby class=""vocab"">自分<rt><span class=""pitch-l"">じ</span><span class=""pitch-h"">ぶ</span><span class=""pitch-h"">ん</span></rt></ruby>",
字をきれいに書いて。,Write neatly.,字,字【じ】をきれいに書【か】いて。,School,polite,write,"<ruby class=""vocab"">字<rt><span class=""pitch-h"">じ</span></rt></ruby>",
消しゴムを使って。,Use the eraser.,消しゴム,消【け】しゴムを使【つか】って。,School,polite,eraser,"<ruby class=""vocab"">消しゴム<rt>けしゴム</rt></ruby>",
鉛筆を削ってね。,Sharpen your pencil.,鉛筆,鉛筆【えんぴつ】を削【けず】ってね。,School,polite,pencil,"<ruby class=""vocab"">鉛筆<rt><span class=""pitch-l"">え</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぴ</span><span class=""pitch-h"">つ</span></rt></ruby>",
ノートに書いて。,Write it in your notebook.,ノート,ノートに書【か】いて。,School,polite,write,"<ruby class=""vocab"">ノート<rt><span class=""pitch-h"">の</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">と</span></rt></ruby>",
教科書を開いて。,Open your textbook.,教科書,教科【きょうか】書【しょ】を開【ひら】いて。,School,polite,open,"<ruby class=""vocab"">教科書<rt>きょうかしょ</rt></ruby>",
プリントを忘れないで。,Don't forget the handout.,プリント,プリントを忘【わす】れないで。,School,polite,forget,"<ruby class=""vocab"">プリント<rt><span class=""pitch-l"">ぷ</span><span class=""pitch-h"">り</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">と</span></rt></ruby>",
ランドセルに入れた?,Did you put it in your school bag?,ランドセル,ランドセルに入【い】れた?,School,polite,school bag,"<ruby class=""vocab"">ランドセル<rt><span class=""pitch-l"">ら</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ど</span><span class=""pitch-l"">せ</span><span class=""pitch-l"">る</span></rt></ruby>",
友達と仲良くしてね。,Get along with your friends.,友達,友達【ともだち】と仲良【なかよ】くしてね。,School,polite,friends,"<ruby class=""vocab"">友達<rt><span class=""pitch-l"">と</span><span class=""pitch-h"">も</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">ち</span></rt></ruby>",
いじめはダメだよ。,Bullying is not okay.,ダメ,いじめはダメだよ。,School,polite,bullying,"<ruby class=""vocab"">ダメ<rt><span class=""pitch-l"">だ</span><span class=""pitch-h"">め</span></rt></ruby>",
困ったら先生に相談して。,If you have trouble talk to your teacher.,先生,困【こま】ったら先生【せんせい】に相談【そうだん】して。,School,polite,teacher,"<ruby class=""vocab"">先生<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">せ</span><span class=""pitch-l"">い</span></rt></ruby>",
今日は学校どうだった?,How was school today?,学校,今日【きょう】は学校【がっこう】どうだった?,School,polite,school,"<ruby class=""vocab"">学校<rt><span class=""pitch-l"">が</span><span class=""pitch-h"">っ</span><span class=""pitch-h"">こ</span><span class=""pitch-h"">う</span></rt></ruby>",
楽しかった?,Did you have fun?,楽,楽【たの】しかった?,School,polite,fun,"<ruby class=""vocab"">楽<rt>たの</rt></ruby>",
包丁を研いでくれる?,Can you sharpen the knife?,包丁,包丁【ほうちょう】を研【と】いでくれる?,Kitchen,polite,knife,"<ruby class=""vocab"">包丁<rt><span class=""pitch-l"">ほ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">ちょ</span><span class=""pitch-h"">う</span></rt></ruby>",
まな板を消毒して。,Disinfect the cutting board.,まな板,まな板【まないた】を消毒【しょうどく】して。,Kitchen,polite,cutting board,"<ruby class=""vocab"">まな板<rt><span class=""pitch-l"">ま</span><span class=""pitch-h"">な</span><span class=""pitch-h"">い</span><span class=""pitch-h"">た</span></rt></ruby>",
フライパンを温めて。,Heat up the frying pan.,フライパン,フライパンを温【あたた】めて。,Kitchen,polite,frying pan,"<ruby class=""vocab"">フライパン<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ぱ</span><span class=""pitch-h"">ん</span></rt></ruby>",
鍋が焦げついた。,The pot got burnt.,鍋,鍋【なべ】が焦【こ】げついた。,Kitchen,polite,pot,"<ruby class=""vocab"">鍋<rt><span class=""pitch-h"">な</span><span class=""pitch-l"">べ</span></rt></ruby>",
おたまを取って。,Pass me the ladle.,おたま,おたまを取【と】って。,Kitchen,polite,ladle,"<span class=""vocab""><span class=""pitch-l"">お</span><span class=""pitch-h"">た</span><span class=""pitch-l"">ま</span></span>",
菜箸はどこ?,Where are the cooking chopsticks?,菜箸,菜箸【さいばし】はどこ?,Kitchen,polite,cooking chopsticks,"<ruby class=""vocab"">菜箸<rt><span class=""pitch-l"">さ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ば</span><span class=""pitch-l"">し</span></rt></ruby>",
ボウルに入れて。,Put it in the bowl.,ボウル,ボウルに入【い】れて。,Kitchen,polite,bowl,"<ruby class=""vocab"">ボウル<rt><span class=""pitch-l"">ぼ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">る</span></rt></ruby>",
ざるで水を切って。,Drain the water with a colander.,ざる,ざるで水【みず】を切【き】って。,Kitchen,polite,colander,"<span class=""vocab"">ざる</span>",
計量カップが必要。,I need a measuring cup.,計量カップ,計量【けいりょう】カップが必要【ひつよう】。,Kitchen,polite,measuring cup,"<ruby class=""vocab"">計量カップ<rt>けいりょうカップ</rt></ruby>",
タイマーをセットして。,Set the timer.,タイマー,タイマーをセットして。,Kitchen,polite,timer,"<ruby class=""vocab"">タイマー<rt><span class=""pitch-h"">た</span><span class=""pitch-l"">い</span><span class=""pitch-l"">ま</span><span class=""pitch-l"">ー</span></rt></ruby>",
炊飯器のスイッチを入れて。,Turn on the rice cooker.,炊飯器,炊飯【すいはん】器【き】のスイッチを入【い】れて。,Kitchen,polite,rice cooker,"<ruby class=""vocab"">炊飯器<rt>すいはんき</rt></ruby>",
オーブンを予熱して。,Preheat the oven.,オーブン,オーブンを予熱【よねつ】して。,Kitchen,polite,oven,"<ruby class=""vocab"">オーブン<rt><span class=""pitch-h"">お</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ぶ</span><span class=""pitch-l"">ん</span></rt></ruby>",
泡立て器で混ぜて。,Mix with a whisk.,泡立て器,泡立【あわだ】て器【き】で混【ま】ぜて。,Kitchen,polite,whisk,"<ruby class=""vocab"">泡立て器<rt>あわだてき</rt></ruby>",
ピーラーで皮をむいて。,Peel it with the peeler.,ピーラー,ピーラーで皮【かわ】をむいて。,Kitchen,polite,peeler,"<ruby class=""vocab"">ピーラー<rt><span class=""pitch-l"">ぴ</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">ー</span></rt></ruby>",
キッチンペーパーを取って。,Get me some paper towels.,キッチンペーパー,キッチンペーパーを取【と】って。,Kitchen,polite,paper towels,"<span class=""vocab"">キッチンペーパー</span>",
ラップをかけて保存して。,Cover with plastic wrap and store.,ラップ,ラップをかけて保存【ほぞん】して。,Kitchen,polite,plastic wrap,"<ruby class=""vocab"">ラップ<rt><span class=""pitch-h"">ら</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">ぷ</span></rt></ruby>",
タッパーに入れて。,Put it in a container.,タッパー,タッパーに入【い】れて。,Kitchen,polite,container,"<ruby class=""vocab"">タッパー<rt><span class=""pitch-h"">た</span><span class=""pitch-l"">っ</span><span class=""pitch-l"">ぱ</span><span class=""pitch-l"">ー</span></rt></ruby>",
食洗機を回します。,I'll run the dishwasher.,食洗機,食洗【しょくせん】機【き】を回【まわ】します。,Kitchen,polite,dishwasher,"<ruby class=""vocab"">食洗機<rt>しょくせんき</rt></ruby>",
コンロが汚れている。,The stove is dirty.,コンロ,コンロが汚【よご】れている。,Kitchen,polite,stove,"<ruby class=""vocab"">コンロ<rt><span class=""pitch-h"">こ</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">ろ</span></rt></ruby>",
換気扇を回して。,Turn on the exhaust fan.,換気扇,換気【かんき】扇【せん】を回【まわ】して。,Kitchen,polite,exhaust fan,"<ruby class=""vocab"">換気扇<rt>かんきせん</rt></ruby>",
美容院を予約した。,I made a hair salon appointment.,美容院,美容【びよう】院【いん】を予約【よやく】した。,Beauty,polite,hair salon,"<ruby class=""vocab"">美容院<rt>びよういん</rt></ruby>",
3センチ切ってください。,Please cut 3 centimeters.,3センチ,3センチ切【き】ってください。,Beauty,polite,3 centimeters,"<span class=""vocab"">3センチ</span>",
前髪を揃えてください。,Please trim my bangs.,前髪,前髪【まえがみ】を揃【そろ】えてください。,Beauty,polite,bangs,"<ruby class=""vocab"">前髪<rt><span class=""pitch-l"">ま</span><span class=""pitch-h"">え</span><span class=""pitch-h"">が</span><span class=""pitch-h"">み</span></rt></ruby>",
カラーリングをお願いします。,I'd like to get my hair colored.,カラーリング,カラーリングをお願【ねが】いします。,Beauty,polite,hair coloring,"<ruby class=""vocab"">カラーリング<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">ら</span><span class=""pitch-h"">ー</span><span class=""pitch-h"">り</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">ぐ</span></rt></ruby>",
パーマをかけたいです。,I'd like to get a perm.,パーマ,パーマをかけたいです。,Beauty,polite,perm,"<ruby class=""vocab"">パーマ<rt><span class=""pitch-h"">ぱ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ま</span></rt></ruby>",
このサイズはありますか?,Do you have this size?,サイズ,このサイズはありますか?,Beauty,polite,size,"<ruby class=""vocab"">サイズ<rt><span class=""pitch-h"">さ</span><span class=""pitch-l"">い</span><span class=""pitch-l"">ず</span></rt></ruby>",
試着してもいいですか?,May I try this on?,試着,試着【しちゃく】してもいいですか?,Beauty,polite,fitting,"<ruby class=""vocab"">試着<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">ちゃ</span><span class=""pitch-h"">く</span></rt></ruby>",
お直しをお願いできますか?,Can you alter this?,お直し,お直【なお】しをお願【ねが】いできますか?,Beauty,polite,alterations,"<ruby class=""vocab"">お直し<rt>おなおし</rt></ruby>",
教会に行きます。,I'm going to church.,教会,教会【きょうかい】に行【い】きます。,Church,polite,church,"<ruby class=""vocab"">教会<rt><span class=""pitch-l"">きょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">か</span><span class=""pitch-h"">い</span></rt></ruby>",
日曜礼拝は何時からですか?,What time does Sunday service start?,日曜礼拝,日曜【にちよう】礼拝【れいはい】は何時【いつ】からですか?,Church,polite,Sunday service,"<ruby class=""vocab"">日曜礼拝<rt>にちようれいはい</rt></ruby>",
賛美歌を歌いましょう。,Let's sing hymns.,賛美歌,賛美【さんび】歌【か】を歌【うた】いましょう。,Church,polite,hymns,"<ruby class=""vocab"">賛美歌<rt>さんびか</rt></ruby>",
聖書を読みましょう。,Let's read the Bible.,聖書,聖書【せいしょ】を読【よ】みましょう。,Church,polite,Bible,"<ruby class=""vocab"">聖書<rt><span class=""pitch-h"">せ</span><span class=""pitch-l"">い</span><span class=""pitch-l"">しょ</span></rt></ruby>",
お祈りしましょう。,Let's pray.,お祈り,お祈【いの】りしましょう。,Church,polite,prayer,"<ruby class=""vocab"">お祈り<rt>おいのり</rt></ruby>",
牧師さんにお話を聞きたい。,I'd like to talk to the pastor.,牧師,牧師【ぼくし】さんにお話【はなし】を聞【き】きたい。,Church,polite,pastor,"<ruby class=""vocab"">牧師<rt><span class=""pitch-l"">ぼ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">し</span></rt></ruby>",
洗礼を受けたいです。,I'd like to be baptized.,洗礼,洗礼【せんれい】を受【う】けたいです。,Church,polite,baptism,"<ruby class=""vocab"">洗礼<rt><span class=""pitch-l"">せ</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">れ</span><span class=""pitch-h"">い</span></rt></ruby>",
聖書勉強会に参加します。,I'll attend Bible study.,聖書勉強会,聖書【せいしょ】勉強【べんきょう】会【かい】に参加【さんか】します。,Church,polite,Bible study,"<ruby class=""vocab"">聖書勉強会<rt>せいしょべんきょうかい</rt></ruby>",
日曜学校に子供を連れて行く。,I'll take the children to Sunday school.,日曜学校,日曜【にちよう】学校【がっこう】に子供【こども】を連【つ】れて行【い】く。,Church,polite,Sunday school,"<ruby class=""vocab"">日曜学校<rt>にちようがっこう</rt></ruby>",
救いを信じています。,I believe in salvation.,救い,救【すく】いを信【しん】じています。,Church,polite,salvation,"<ruby class=""vocab"">救い<rt><span class=""pitch-l"">す</span><span class=""pitch-h"">く</span><span class=""pitch-h"">い</span></rt></ruby>",
福音を伝えたい。,I want to share the gospel.,福音,福音【ふくいん】を伝【つた】えたい。,Church,polite,gospel,"<ruby class=""vocab"">福音<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ん</span></rt></ruby>",
神様に祈ります。,I pray to God.,神様,神【かみ】様【さま】に祈【いの】ります。,Church,polite,God,"<ruby class=""vocab"">神様<rt>かみさま</rt></ruby>",
主に感謝します。,I thank the Lord.,主,主【しゅ】に感謝【かんしゃ】します。,Church,polite,the Lord,"<ruby class=""vocab"">主<rt><span class=""pitch-h"">しゅ</span></rt></ruby>",
恵みに感謝します。,I'm grateful for the blessings.,恵み,恵【めぐ】みに感謝【かんしゃ】します。,Church,polite,blessings,"<ruby class=""vocab"">恵み<rt><span class=""pitch-l"">め</span><span class=""pitch-h"">ぐ</span><span class=""pitch-h"">み</span></rt></ruby>",
食前のお祈りをしよう。,Let's pray before the meal.,食前,食前【しょくぜん】のお祈【いの】りをしよう。,Church,polite,before meal,"<ruby class=""vocab"">食前<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">ぜ</span><span class=""pitch-h"">ん</span></rt></ruby>",
寝る前にお祈りしようね。,Let's pray before bed.,寝る前,寝【ね】る前【まえ】にお祈【いの】りしようね。,Church,polite,before bed,"<ruby class=""vocab"">寝る前<rt>ねるまえ</rt></ruby>",
教会の人たちは親切だね。,The church people are kind.,教会,教会【きょうかい】の人【ひと】たちは親切【しんせつ】だね。,Church,polite,church,"<ruby class=""vocab"">教会<rt><span class=""pitch-l"">きょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">か</span><span class=""pitch-h"">い</span></rt></ruby>",
奉仕活動に参加したい。,I want to join volunteer activities.,奉仕活動,奉仕【ほうし】活動【かつどう】に参加【さんか】したい。,Church,polite,service,"<ruby class=""vocab"">奉仕活動<rt>ほうしかつどう</rt></ruby>",
永遠の命を信じます。,I believe in eternal life.,永遠の命,永遠【えいえん】の命【いのち】を信【しん】じます。,Church,polite,eternal life,"<ruby class=""vocab"">永遠の命<rt>えいえんのいのち</rt></ruby>",
聖歌隊に入りたい。,I want to join the choir.,聖歌隊,聖歌【せいか】隊【たい】に入【はい】りたい。,Church,polite,hymn,"<ruby class=""vocab"">聖歌隊<rt>せいかたい</rt></ruby>",
信仰を大切にしたい。,I want to cherish my faith.,信仰,信仰【しんこう】を大切【たいせつ】にしたい。,Church,polite,faith,"<ruby class=""vocab"">信仰<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">こ</span><span class=""pitch-h"">う</span></rt></ruby>",
お導きください。,Please guide me.,導き,お導【みちび】きください。,Church,polite,guidance,"<ruby class=""vocab"">導き<rt><span class=""pitch-l"">み</span><span class=""pitch-h"">ち</span><span class=""pitch-h"">び</span><span class=""pitch-l"">き</span></rt></ruby>",
平和のために祈ります。,I pray for peace.,平和,平和【へいわ】のために祈【いの】ります。,Church,polite,peace,"<ruby class=""vocab"">平和<rt><span class=""pitch-l"">へ</span><span class=""pitch-h"">い</span><span class=""pitch-h"">わ</span></rt></ruby>",
家族の健康を祈ります。,I pray for my family's health.,健康,家族【かぞく】の健康【けんこう】を祈【いの】ります。,Church,polite,health,"<ruby class=""vocab"">健康<rt><span class=""pitch-l"">け</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">こ</span><span class=""pitch-h"">う</span></rt></ruby>",
感謝の気持ちを忘れずに。,Don't forget to be grateful.,感謝,感謝【かんしゃ】の気持【きも】ちを忘【わす】れずに。,Church,polite,gratitude,"<ruby class=""vocab"">感謝<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">ん</span><span class=""pitch-l"">しゃ</span></rt></ruby>",
隣人を愛しましょう。,Let us love our neighbors.,隣人,隣人【りんじん】を愛【あい】しましょう。,Church,polite,neighbor,"<ruby class=""vocab"">隣人<rt><span class=""pitch-l"">り</span><span class=""pitch-h"">ん</span><span class=""pitch-h"">じ</span><span class=""pitch-h"">ん</span></rt></ruby>",
許すことが大切です。,Forgiveness is important.,大切,許【ゆる】すことが大切【たいせつ】です。,Church,polite,important,"<ruby class=""vocab"">大切<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">い</span><span class=""pitch-h"">せ</span><span class=""pitch-h"">つ</span></rt></ruby>",
困っている人を助けよう。,Let's help those in need.,困っている人,困【こま】っている人【ひと】を助【たす】けよう。,Church,polite,people in need,"<ruby class=""vocab"">困っている人<rt>こまっているひと</rt></ruby>",
思いやりの心を持とう。,Let's have compassion.,思いやり,思【おも】いやりの心【こころ】を持【も】とう。,Church,polite,compassion,"<ruby class=""vocab"">思いやり<rt><span class=""pitch-l"">お</span><span class=""pitch-h"">も</span><span class=""pitch-h"">い</span><span class=""pitch-h"">や</span><span class=""pitch-h"">り</span></rt></ruby>",
正直に生きよう。,Let's live honestly.,正直,正直【しょうじき】に生【い】きよう。,Church,polite,honest,"<ruby class=""vocab"">正直<rt><span class=""pitch-l"">しょ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">じ</span><span class=""pitch-l"">き</span></rt></ruby>",
希望を持って生きよう。,Let's live with hope.,希望,希望【きぼう】を持【も】って生【い】きよう。,Church,polite,hope,"<ruby class=""vocab"">希望<rt><span class=""pitch-l"">き</span><span class=""pitch-h"">ぼ</span><span class=""pitch-h"">う</span></rt></ruby>",
地震だ!,Earthquake!,地震,地震【じしん】だ!,Disaster,polite,earthquake,"<ruby class=""vocab"">地震<rt><span class=""pitch-l"">じ</span><span class=""pitch-h"">し</span><span class=""pitch-h"">ん</span></rt></ruby>",
机の下に隠れて!,Get under the desk!,机の下,机【つくえ】の下【した】に隠【かく】れて!,Disaster,polite,under desk,"<ruby class=""vocab"">机の下<rt>つくえのした</rt></ruby>",
津波警報が出ました。,A tsunami warning was issued.,津波警報,津波【つなみ】警報【けいほう】が出【で】ました。,Disaster,polite,tsunami warning,"<ruby class=""vocab"">津波警報<rt>つなみけいほう</rt></ruby>",
高台に逃げてください。,Evacuate to higher ground.,高台,高台【たかだい】に逃【に】げてください。,Disaster,polite,higher ground,"<ruby class=""vocab"">高台<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">か</span><span class=""pitch-h"">だ</span><span class=""pitch-h"">い</span></rt></ruby>",
台風が近づいています。,A typhoon is approaching.,台風,台風【たいふう】が近【ちか】づいています。,Disaster,polite,typhoon,"<ruby class=""vocab"">台風<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">い</span><span class=""pitch-h"">ふ</span><span class=""pitch-l"">う</span></rt></ruby>",
洪水の危険があります。,There's a risk of flooding.,洪水,洪水【こうずい】の危険【きけん】があります。,Disaster,polite,flood,"<ruby class=""vocab"">洪水<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">う</span><span class=""pitch-h"">ず</span><span class=""pitch-h"">い</span></rt></ruby>",
余震に気をつけて。,Be careful of aftershocks.,余震,余震【よしん】に気【き】をつけて。,Disaster,polite,aftershock,"<ruby class=""vocab"">余震<rt><span class=""pitch-l"">よ</span><span class=""pitch-h"">し</span><span class=""pitch-h"">ん</span></rt></ruby>",
ガスの元栓を閉めて。,Turn off the gas main valve.,元栓,ガスの元栓【もとせん】を閉【し】めて。,Disaster,polite,main valve,"<ruby class=""vocab"">元栓<rt><span class=""pitch-l"">も</span><span class=""pitch-h"">と</span><span class=""pitch-h"">せ</span><span class=""pitch-h"">ん</span></rt></ruby>",
ブレーカーを落として。,Turn off the breaker.,ブレーカー,ブレーカーを落【お】として。,Disaster,polite,breaker,"<ruby class=""vocab"">ブレーカー<rt><span class=""pitch-l"">ぶ</span><span class=""pitch-h"">れ</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">か</span><span class=""pitch-l"">ー</span></rt></ruby>",
安否確認をしなきゃ。,I need to check if everyone is safe.,安否確認,安否【あんぴ】確認【かくにん】をしなきゃ。,Disaster,polite,safety check,"<ruby class=""vocab"">安否確認<rt>あんぴかくにん</rt></ruby>",
家族と連絡が取れない。,I can't reach my family.,家族,家族【かぞく】と連絡【れんらく】が取【と】れない。,Disaster,polite,family,"<ruby class=""vocab"">家族<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">ぞ</span><span class=""pitch-l"">く</span></rt></ruby>",
スーパーに行ってくる。,I'm going to the supermarket.,スーパー,スーパーに行【い】ってくる。,Grocery,polite,supermarket,"<ruby class=""vocab"">スーパー<rt><span class=""pitch-h"">す</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">ぱ</span><span class=""pitch-l"">ー</span></rt></ruby>",
特売があるみたい。,There seems to be a sale.,特売,特売【とくばい】があるみたい。,Grocery,polite,sale,"<ruby class=""vocab"">特売<rt><span class=""pitch-l"">と</span><span class=""pitch-h"">く</span><span class=""pitch-h"">ば</span><span class=""pitch-h"">い</span></rt></ruby>",
今日は何が安い?,What's on sale today?,安い,今日【きょう】は何【なに】が安【やす】い?,Grocery,polite,cheap/on sale,"<ruby class=""vocab"">安い<rt><span class=""pitch-l"">や</span><span class=""pitch-h"">す</span><span class=""pitch-l"">い</span></rt></ruby>",
賞味期限を確認して。,Check the expiration date.,賞味期限,賞味【しょうみ】期限【きげん】を確認【かくにん】して。,Grocery,polite,expiration date,"<ruby class=""vocab"">賞味期限<rt>しょうみきげん</rt></ruby>",
ポイントカードはお持ちですか?,Do you have a point card?,ポイントカード,ポイントカードはお持【も】ちですか?,Grocery,polite,point card,"<span class=""vocab"">ポイントカード</span>",
エコバッグを持ってきた。,I brought my eco bag.,エコバッグ,エコバッグを持【も】ってきた。,Grocery,polite,eco bag,"<span class=""vocab"">エコバッグ</span>",
レジが混んでいる。,The checkout line is crowded.,レジ,レジが混【こ】んでいる。,Grocery,polite,register,"<ruby class=""vocab"">レジ<rt><span class=""pitch-h"">れ</span><span class=""pitch-l"">じ</span></rt></ruby>",
カートを取ってきて。,Get a shopping cart.,カート,カートを取【と】ってきて。,Grocery,polite,cart,"<ruby class=""vocab"">カート<rt><span class=""pitch-h"">か</span><span class=""pitch-l"">ー</span><span class=""pitch-l"">と</span></rt></ruby>",
買い物リストを作った。,I made a shopping list.,買い物リスト,買【か】い物【もの】リストを作【つく】った。,Grocery,polite,shopping list,"<ruby class=""vocab"">買い物リスト<rt>かいものリスト</rt></ruby>",
冷凍食品コーナーはどこ?,Where is the frozen food section?,冷凍食品,冷凍【れいとう】食品【しょくひん】コーナーはどこ?,Grocery,polite,frozen food,"<ruby class=""vocab"">冷凍食品<rt>れいとうしょくひん</rt></ruby>",
お惣菜を買おうか。,Shall we buy some prepared food?,お惣菜,お惣菜【そうざい】を買【か】おうか。,Grocery,polite,prepared food,"<ruby class=""vocab"">お惣菜<rt>そうざい</rt></ruby>",
試食できますか?,Can I try a sample?,試食,試食【ししょく】できますか?,Grocery,polite,tasting,"<ruby class=""vocab"">試食<rt><span class=""pitch-l"">し</span><span class=""pitch-h"">しょ</span><span class=""pitch-h"">く</span></rt></ruby>",
これは国産ですか?,Is this domestic?,国産,これは国産【こくさん】ですか?,Grocery,polite,domestic,"<ruby class=""vocab"">国産<rt><span class=""pitch-l"">こ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">さ</span><span class=""pitch-h"">ん</span></rt></ruby>",
有機野菜を探しています。,I'm looking for organic vegetables.,有機野菜,有機【ゆうき】野菜【やさい】を探【さが】しています。,Grocery,polite,organic vegetables,"<ruby class=""vocab"">有機野菜<rt>ゆうきやさい</rt></ruby>",
会計は現金でお願いします。,I'll pay in cash.,会計,会計【かいけい】は現金【げんきん】でお願【ねが】いします。,Grocery,polite,checkout,"<ruby class=""vocab"">会計<rt><span class=""pitch-l"">か</span><span class=""pitch-h"">い</span><span class=""pitch-h"">け</span><span class=""pitch-h"">い</span></rt></ruby>",
クレジットカードは使えますか?,Can I use a credit card?,クレジットカード,クレジットカードは使【つか】えますか?,Grocery,polite,credit card,"<span class=""vocab"">クレジットカード</span>",
袋は要りません。,I don't need a bag.,袋,袋【ふくろ】は要【い】りません。,Grocery,polite,bag,"<ruby class=""vocab"">袋<rt><span class=""pitch-l"">ふ</span><span class=""pitch-h"">く</span><span class=""pitch-h"">ろ</span></rt></ruby>",
セルフレジを使います。,I'll use the self-checkout.,セルフレジ,セルフレジを使【つか】います。,Grocery,polite,self-checkout,"<span class=""vocab"">セルフレジ</span>",
玉ねぎが高くなった。,Onions have gotten expensive.,玉ねぎ,玉【たま】ねぎが高【たか】くなった。,Grocery,polite,onion,"<ruby class=""vocab"">玉ねぎ<rt><span class=""pitch-l"">た</span><span class=""pitch-h"">ま</span><span class=""pitch-h"">ね</span><span class=""pitch-l"">ぎ</span></rt></ruby>",
まとめ買いした方がお得です。,Buying in bulk is a better deal.,お得,まとめ買【まとめが】いした方【ほう】がお得【とく】です。,Grocery,polite,good deal,"<ruby class=""vocab"">お得<rt>とく</rt></ruby>",
